Time,drops
103.77 sec,0
103.8 sec,0
103.83 sec,0
103.87 sec,0
103.9 sec,0
103.93 sec,0
103.97 sec,0
104 sec,0
104.03 sec,0
104.07 sec,0
104.1 sec,0
104.13 sec,0
104.17 sec,0
104.2 sec,0
104.23 sec,0
104.27 sec,0
104.3 sec,0
104.33 sec,0
104.37 sec,0
104.4 sec,0
104.43 sec,0
104.47 sec,0
104.5 sec,0
104.53 sec,0
104.57 sec,0
104.6 sec,0
104.63 sec,0
104.67 sec,0
104.7 sec,0
104.73 sec,0
104.77 sec,0
104.8 sec,0
104.83 sec,0
104.87 sec,0
104.9 sec,0
104.93 sec,0
104.97 sec,0
105 sec,0
105.03 sec,0
105.07 sec,0
105.1 sec,0
105.13 sec,0
105.17 sec,0
105.2 sec,0
105.23 sec,0
105.27 sec,0
105.3 sec,0
105.33 sec,0
105.37 sec,0
105.4 sec,0
105.43 sec,0
105.47 sec,0
105.5 sec,0
105.53 sec,0
105.57 sec,0
105.6 sec,0
105.63 sec,0
105.67 sec,0
105.7 sec,0
105.73 sec,0
105.77 sec,0
105.8 sec,0
105.83 sec,0
105.87 sec,0
105.9 sec,0
105.93 sec,0
105.97 sec,0
106 sec,0
106.03 sec,0
106.07 sec,0
106.1 sec,0
106.13 sec,0
106.17 sec,0
106.2 sec,0
106.23 sec,0
106.27 sec,0
106.3 sec,0
106.33 sec,0
106.37 sec,0
106.4 sec,0
106.43 sec,0
106.47 sec,0
106.5 sec,0
106.53 sec,0
106.57 sec,0
106.6 sec,0
106.63 sec,0
106.67 sec,0
106.7 sec,0
106.73 sec,0
106.77 sec,0
106.8 sec,0
106.83 sec,0
106.87 sec,0
106.9 sec,0
106.93 sec,0
106.97 sec,0
107 sec,0
107.03 sec,0
107.07 sec,0
107.1 sec,0
107.13 sec,0
107.17 sec,0
107.2 sec,0
107.23 sec,0
107.27 sec,0
107.3 sec,0
107.33 sec,0
107.37 sec,0
107.4 sec,0
107.43 sec,0
107.47 sec,0
107.5 sec,0
107.53 sec,0
107.57 sec,0
107.6 sec,0
107.63 sec,0
107.67 sec,0
107.7 sec,0
107.73 sec,0
107.77 sec,0
107.8 sec,0
107.83 sec,0
107.87 sec,0
107.9 sec,0
107.93 sec,0
107.97 sec,0
108 sec,0
108.03 sec,0
108.07 sec,0
108.1 sec,0
108.13 sec,0
108.17 sec,0
108.2 sec,0
108.23 sec,0
108.27 sec,0
108.3 sec,0
108.33 sec,0
108.37 sec,0
108.4 sec,0
108.43 sec,0
108.47 sec,0
108.5 sec,0
108.53 sec,0
108.57 sec,0
108.6 sec,0
108.63 sec,0
108.67 sec,0
108.7 sec,0
108.73 sec,0
108.77 sec,0
108.8 sec,0
108.83 sec,0
108.87 sec,0
108.9 sec,0
108.93 sec,0
108.97 sec,0
109 sec,0
109.03 sec,0
109.07 sec,0
109.1 sec,0
109.13 sec,0
109.17 sec,0
109.2 sec,0
109.23 sec,0
109.27 sec,0
109.3 sec,0
109.33 sec,0
109.37 sec,0
109.4 sec,0
109.43 sec,0
109.47 sec,0
109.5 sec,0
109.53 sec,0
109.57 sec,0
109.6 sec,0
109.63 sec,0
109.67 sec,0
109.7 sec,0
109.73 sec,0
109.77 sec,0
109.8 sec,0
109.83 sec,0
109.87 sec,0
109.9 sec,0
109.93 sec,0
109.97 sec,0
110 sec,0
110.03 sec,0
110.07 sec,0
110.1 sec,0
110.13 sec,0
110.17 sec,0
110.2 sec,0
110.23 sec,0
110.27 sec,0
110.3 sec,0
110.33 sec,0
110.37 sec,0
110.4 sec,0
110.43 sec,0
110.47 sec,0
110.5 sec,0
110.53 sec,0
110.57 sec,0
110.6 sec,0
110.63 sec,0
110.67 sec,0
110.7 sec,0
110.73 sec,0
110.77 sec,0
110.8 sec,0
110.83 sec,0
110.87 sec,0
110.9 sec,0
110.93 sec,0
110.97 sec,0
111 sec,0
111.03 sec,0
111.07 sec,0
111.1 sec,0
111.13 sec,0
111.17 sec,0
111.2 sec,0
111.23 sec,0
111.27 sec,0
111.3 sec,0
111.33 sec,0
111.37 sec,0
111.4 sec,0
111.43 sec,0
111.47 sec,0
111.5 sec,0
111.53 sec,0
111.57 sec,0
111.6 sec,0
111.63 sec,0
111.67 sec,0
111.7 sec,0
111.73 sec,0
111.77 sec,0
111.8 sec,0
111.83 sec,0
111.87 sec,0
111.9 sec,0
111.93 sec,0
111.97 sec,0
112 sec,0
112.03 sec,0
112.07 sec,0
112.1 sec,0
112.13 sec,0
112.17 sec,0
112.2 sec,0
112.23 sec,0
112.27 sec,0
112.3 sec,0
112.33 sec,0
112.37 sec,0
112.4 sec,0
112.43 sec,0
112.47 sec,0
112.5 sec,0
112.53 sec,0
112.57 sec,0
112.6 sec,0
112.63 sec,0
112.67 sec,0
112.7 sec,0
112.73 sec,0
112.77 sec,0
112.8 sec,0
112.83 sec,0
112.87 sec,0
112.9 sec,0
112.93 sec,0
112.97 sec,0
113 sec,0
113.03 sec,0
113.07 sec,0
113.1 sec,0
113.13 sec,0
113.17 sec,0
113.2 sec,0
113.23 sec,0
113.27 sec,0
113.3 sec,0
113.33 sec,0
113.37 sec,0
113.4 sec,0
113.43 sec,0
113.47 sec,0
113.5 sec,0
113.53 sec,0
113.57 sec,0
113.6 sec,0
113.63 sec,0
113.67 sec,0
113.7 sec,0
113.73 sec,0
113.77 sec,0
113.8 sec,0
113.83 sec,0
113.87 sec,0
113.9 sec,0
113.93 sec,0
113.97 sec,0
114 sec,0
114.03 sec,0
114.07 sec,0
114.1 sec,0
114.13 sec,0
114.17 sec,0
114.2 sec,0
114.23 sec,0
114.27 sec,0
114.3 sec,0
114.33 sec,0
114.37 sec,0
114.4 sec,0
114.43 sec,0
114.47 sec,0
114.5 sec,0
114.53 sec,0
114.57 sec,0
114.6 sec,0
114.63 sec,0
114.67 sec,0
114.7 sec,0
114.73 sec,0
114.77 sec,0
114.8 sec,0
114.83 sec,0
114.87 sec,0
114.9 sec,0
114.93 sec,0
114.97 sec,0
115 sec,0
115.03 sec,0
115.07 sec,0
115.1 sec,0
115.13 sec,0
115.17 sec,0
115.2 sec,0
115.23 sec,0
115.27 sec,0
115.3 sec,0
115.33 sec,0
115.37 sec,0
115.4 sec,0
115.43 sec,0
115.47 sec,0
115.5 sec,0
115.53 sec,0
115.57 sec,0
115.6 sec,0
115.63 sec,0
115.67 sec,0
115.7 sec,0
115.73 sec,0
115.77 sec,0
115.8 sec,0
115.83 sec,0
115.87 sec,0
115.9 sec,0
115.93 sec,0
115.97 sec,0
116 sec,0
116.03 sec,0
116.07 sec,0
116.1 sec,0
116.13 sec,0
116.17 sec,0
116.2 sec,0
116.23 sec,0
116.27 sec,0
116.3 sec,0
116.33 sec,0
116.37 sec,0
116.4 sec,0
116.43 sec,0
116.47 sec,0
116.5 sec,0
116.53 sec,0
116.57 sec,0
116.6 sec,0
116.63 sec,0
116.67 sec,0
116.7 sec,0
116.73 sec,0
116.77 sec,0
116.8 sec,0
116.83 sec,0
116.87 sec,0
116.9 sec,0
116.93 sec,0
116.97 sec,0
117 sec,0
117.03 sec,0
117.07 sec,0
117.1 sec,0
117.13 sec,0
117.17 sec,0
117.2 sec,0
117.23 sec,0
117.27 sec,0
117.3 sec,0
117.33 sec,0
117.37 sec,0
117.4 sec,0
117.43 sec,0
117.47 sec,0
117.5 sec,0
117.53 sec,0
117.57 sec,0
117.6 sec,0
117.63 sec,0
117.67 sec,0
117.7 sec,0
117.73 sec,0
117.77 sec,0
117.8 sec,0
117.83 sec,0
117.87 sec,0
117.9 sec,0
117.93 sec,0
117.97 sec,0
118 sec,0
118.03 sec,0
118.07 sec,0
118.1 sec,0
118.13 sec,0
118.17 sec,0
118.2 sec,0
118.23 sec,0
118.27 sec,0
118.3 sec,0
118.33 sec,0
118.37 sec,0
118.4 sec,0
118.43 sec,0
118.47 sec,0
118.5 sec,0
118.53 sec,0
118.57 sec,0
118.6 sec,0
118.63 sec,0
118.67 sec,0
118.7 sec,0
118.73 sec,0
118.77 sec,0
118.8 sec,0
118.83 sec,0
118.87 sec,0
118.9 sec,0
118.93 sec,0
118.97 sec,0
119 sec,0
119.03 sec,0
119.07 sec,0
119.1 sec,0
119.13 sec,0
119.17 sec,0
119.2 sec,0
119.23 sec,0
119.27 sec,0
119.3 sec,0
119.33 sec,0
119.37 sec,0
119.4 sec,0
119.43 sec,0
119.47 sec,0
119.5 sec,0
119.53 sec,0
119.57 sec,0
119.6 sec,0
119.63 sec,0
119.67 sec,0
119.7 sec,0
119.73 sec,0
119.77 sec,0
119.8 sec,0
119.83 sec,0
119.87 sec,0
119.9 sec,0
119.93 sec,0
119.97 sec,0
120 sec,0
120.03 sec,0
120.07 sec,0
120.1 sec,0
120.13 sec,0
120.17 sec,0
120.2 sec,0
120.23 sec,0
120.27 sec,0
120.3 sec,0
120.33 sec,0
120.37 sec,0
120.4 sec,0
120.43 sec,0
120.47 sec,0
120.5 sec,0
120.53 sec,0
