Time,useless,still,wave,nearDrops,smallDrops,drops,foam
43.035 sec,0,0,0,0,0,0,0
43.043 sec,0,0,0,0,0,0,0
43.051 sec,0,0,0,0,0,0,0
43.06 sec,0,0,0,0,0,0,0
43.068 sec,0,0,0,0,0,0,0
43.076 sec,0,0,0,0,0,0,0
43.085 sec,0,0,0,0,0,0,0
43.093 sec,0,0,0,0,0,0,0
43.101 sec,0,0,0,0,0,0,0
43.11 sec,0,0,0,0,0,0,0
43.118 sec,0,0,0,0,0,0,0
43.126 sec,0,0,0,0,0,0,0
43.135 sec,0,0,0,0,0,0,0
43.143 sec,0,0,0,0,0,0,0
43.151 sec,0,0,0,0,0,0,0
43.16 sec,0,0,0,0,0,0,0
43.168 sec,0,0,0,0,0,0,0
43.176 sec,0,0,0,0,0,0,0
43.185 sec,0,0,0,0,0,0,0
43.193 sec,0,0,0,0,0,0,0
43.201 sec,0,0,0,0,0,0,0
43.21 sec,0,0,0,0,0,0,0
43.218 sec,0,0,0,0,0,0,0
43.227 sec,0,0,0,0,0,0,0
43.235 sec,0,0,0,0,0,0,0
43.243 sec,0,0,0,0,0,0,0
43.252 sec,0,0,0,0,0,0,0
43.26 sec,0,0,0,0,0,0,0
43.268 sec,0,0,0,0,0,0,0
43.277 sec,0,0,0,0,0,0,0
43.285 sec,0,0,0,0,0,0,0
43.293 sec,0,0,0,0,0,0,0
43.302 sec,0,0,0,0,0,0,0
43.31 sec,0,0,0,0,0,0,0
43.318 sec,0,0,0,0,0,0,0
43.327 sec,0,0,0,0,0,0,0
43.335 sec,0,0,0,0,0,0,0
43.343 sec,0,0,0,0,0,0,0
43.352 sec,0,0,0,0,0,0,0
43.36 sec,0,0,0,0,0,0,0
43.368 sec,0,0,0,0,0,0,0
43.377 sec,0,0,0,0,0,0,0
43.385 sec,0,0,0,0,0,0,0
43.393 sec,0,0,0,0,0,0,0
43.402 sec,0,0,0,0,0,0,0
43.41 sec,0,0,0,0,0,0,0
43.418 sec,0,0,0,0,0,0,0
43.427 sec,0,0,0,0,0,0,0
43.435 sec,0,0,0,0,0,0,0
43.443 sec,0,0,0,0,0,0,0
43.452 sec,0,0,0,0,0,0,0
43.46 sec,0,0,0,0,0,0,0
43.468 sec,0,0,0,0,0,0,0
43.477 sec,0,0,0,0,0,0,0
43.485 sec,0,0,0,0,0,0,0
43.493 sec,0,0,0,0,0,0,0
43.502 sec,0,0,0,0,0,0,0
43.51 sec,0,0,0,0,0,0,0
43.518 sec,0,0,0,0,0,0,0
43.527 sec,0,0,0,0,0,0,0
43.535 sec,0,0,0,0,0,0,0
43.544 sec,0,0,0,0,0,0,0
43.552 sec,0,0,0,0,0,0,0
43.56 sec,0,0,0,0,0,0,0
43.569 sec,0,0,0,0,0,0,0
43.577 sec,0,0,0,0,0,0,0
43.585 sec,0,0,0,0,0,0,0
43.594 sec,0,0,0,0,0,0,0
43.602 sec,0,0,0,0,0,0,0
43.61 sec,0,0,0,0,0,0,0
43.619 sec,0,0,0,0,0,0,0
43.627 sec,0,0,0,0,0,0,0
43.635 sec,0,0,0,0,0,0,0
43.644 sec,0,0,0,0,0,0,0
43.652 sec,0,0,0,0,0,0,0
43.66 sec,0,0,0,0,0,0,0
43.669 sec,0,0,0,0,0,0,0
43.677 sec,0,0,0,0,0,0,0
43.685 sec,0,0,0,0,0,0,0
43.694 sec,0,0,0,0,0,0,0
43.702 sec,0,0,0,0,0,0,0
43.71 sec,0,0,0,0,0,0,0
43.719 sec,0,0,0,0,0,0,0
43.727 sec,0,0,0,0,0,0,0
43.735 sec,0,0,0,0,0,0,0
43.744 sec,0,0,0,0,0,0,0
43.752 sec,0,0,0,0,0,0,0
43.76 sec,0,0,0,0,0,0,0
43.769 sec,0,0,0,0,0,0,0
43.777 sec,0,0,0,0,0,0,0
43.785 sec,0,0,0,0,0,0,0
43.794 sec,0,0,0,0,0,0,0
43.802 sec,0,0,0,0,0,0,0
43.81 sec,0,0,0,0,0,0,0
43.819 sec,0,0,0,0,0,0,0
43.827 sec,0,0,0,0,0,0,0
43.835 sec,0,0,0,0,0,0,0
43.844 sec,0,0,0,0,0,0,0
43.852 sec,0,0,0,0,0,0,0
43.86 sec,0,0,0,0,0,0,0
43.869 sec,0,0,0,0,0,0,0
43.877 sec,0,0,0,0,0,0,0
43.886 sec,0,0,0,0,0,0,0
43.894 sec,0,0,0,0,0,0,0
43.902 sec,0,0,0,0,0,0,0
43.911 sec,0,0,0,0,0,0,0
43.919 sec,0,0,0,1,0,0,0
43.927 sec,0,0,0,1,0,0,0
43.936 sec,0,0,0,1,0,0,0
43.944 sec,0,0,0,0,0,0,0
43.952 sec,0,0,0,0,0,0,0
43.961 sec,0,0,0,0,0,0,0
43.969 sec,0,0,0,0,0,0,0
43.977 sec,0,0,0,0,0,0,0
43.986 sec,0,0,0,0,0,0,0
43.994 sec,0,0,0,0,0,0,0
44.002 sec,0,0,0,0,0,0,0
44.011 sec,0,0,0,0,0,0,0
44.019 sec,0,0,0,0,0,0,0
44.027 sec,0,0,0,0,0,0,0
44.036 sec,0,0,0,0,0,0,0
44.044 sec,0,0,0,0,0,0,0
44.052 sec,0,0,0,0,0,0,0
44.061 sec,0,0,0,0,0,0,0
44.069 sec,0,0,0,0,0,0,0
44.077 sec,0,0,0,0,0,0,0
44.086 sec,0,0,0,0,0,0,0
44.094 sec,0,0,0,0,0,0,0
44.102 sec,0,0,0,0,0,0,0
44.111 sec,0,0,0,0,0,0,0
44.119 sec,0,0,0,0,0,0,0
44.127 sec,0,0,0,0,0,0,0
44.136 sec,0,0,0,0,0,0,0
44.144 sec,0,0,0,0,0,0,0
44.152 sec,0,0,0,0,0,0,0
44.161 sec,0,0,0,0,0,0,0
44.169 sec,0,0,0,0,0,0,0
44.177 sec,0,0,0,0,0,0,0
44.186 sec,0,0,0,0,0,0,0
44.194 sec,0,0,0,0,0,0,0
44.202 sec,0,0,0,0,0,0,0
44.211 sec,0,0,0,0,0,0,0
44.219 sec,0,0,0,0,0,0,0
44.228 sec,0,0,0,0,0,0,0
44.236 sec,0,0,0,0,0,0,0
44.244 sec,0,0,0,0,0,0,0
44.253 sec,0,0,0,0,0,0,0
44.261 sec,0,0,0,0,0,0,0
44.269 sec,0,0,0,0,0,0,0
44.278 sec,0,0,0,0,0,0,0
44.286 sec,0,0,0,0,0,0,0
44.294 sec,0,0,0,0,0,0,0
44.303 sec,0,0,0,0,0,0,0
44.311 sec,0,0,0,0,0,0,0
44.319 sec,0,0,0,0,0,0,0
44.328 sec,0,0,0,0,0,0,0
44.336 sec,0,0,0,0,0,0,0
44.344 sec,0,0,0,0,0,0,0
44.353 sec,0,0,0,0,0,0,0
44.361 sec,0,0,0,1,0,0,0
44.369 sec,0,0,0,0,0,0,0
44.378 sec,0,0,0,0,0,0,0
44.386 sec,0,0,0,0,0,0,0
44.394 sec,0,0,0,0,0,0,0
44.403 sec,0,0,0,0,0,0,0
44.411 sec,0,0,0,0,0,0,0
44.419 sec,0,0,0,0,0,0,0
44.428 sec,0,0,0,0,0,0,0
44.436 sec,0,0,0,0,0,0,0
44.444 sec,0,0,0,0,0,0,0
44.453 sec,0,0,0,0,0,0,0
44.461 sec,0,0,0,0,0,0,0
44.469 sec,0,0,0,0,0,0,0
44.478 sec,0,0,0,0,0,0,0
44.486 sec,0,0,0,0,0,0,0
44.494 sec,0,0,0,0,0,0,0
44.503 sec,0,0,0,0,0,0,0
44.511 sec,0,0,0,0,0,0,0
44.519 sec,0,0,0,0,0,0,0
44.528 sec,0,0,0,0,0,0,0
44.536 sec,0,0,0,0,0,0,0
44.545 sec,0,0,0,0,0,0,0
44.553 sec,0,0,0,0,0,0,0
44.561 sec,0,0,0,0,0,0,0
44.57 sec,0,0,0,0,0,1,0
44.578 sec,0,0,0,0,0,1,0
44.586 sec,0,0,0,0,0,1,0
44.595 sec,0,0,0,0,0,0,0
44.603 sec,0,0,0,0,0,0,0
44.611 sec,0,0,0,0,0,0,0
44.62 sec,0,0,0,0,0,0,0
44.628 sec,0,0,0,0,0,0,0
44.636 sec,0,0,0,0,0,0,0
44.645 sec,0,0,0,0,0,0,0
44.653 sec,0,0,0,0,0,0,0
44.661 sec,0,0,0,0,0,0,0
44.67 sec,0,0,0,1,0,0,0
44.678 sec,0,0,0,0,0,0,0
44.686 sec,0,0,0,0,0,0,0
44.695 sec,0,0,0,0,0,0,0
44.703 sec,0,0,0,0,0,0,0
44.711 sec,0,0,0,0,0,0,0
44.72 sec,0,0,0,0,0,0,0
44.728 sec,0,0,0,0,0,0,0
44.736 sec,0,0,0,0,0,0,0
44.745 sec,0,0,0,0,0,0,0
44.753 sec,0,0,0,0,0,0,0
44.761 sec,0,0,0,0,0,0,0
44.77 sec,0,0,0,0,0,0,0
44.778 sec,0,0,0,0,0,0,0
44.786 sec,0,0,0,0,0,0,0
44.795 sec,0,0,0,0,0,0,0
44.803 sec,0,0,0,0,0,0,0
44.811 sec,0,0,0,0,0,0,0
44.82 sec,0,0,0,0,0,0,0
44.828 sec,0,0,0,0,0,0,0
44.836 sec,0,0,0,0,0,0,0
44.845 sec,0,0,0,0,0,0,0
44.853 sec,0,0,0,1,0,0,0
44.861 sec,0,0,0,0,0,0,0
44.87 sec,0,0,0,0,0,0,0
44.878 sec,0,0,0,0,0,0,0
44.887 sec,0,0,0,0,0,0,0
44.895 sec,0,0,0,0,0,0,0
44.903 sec,0,0,0,0,0,0,0
44.912 sec,0,0,0,0,0,0,0
44.92 sec,0,0,0,0,0,0,0
44.928 sec,0,0,0,0,0,0,0
44.937 sec,0,0,0,0,0,0,0
44.945 sec,0,0,0,1,0,0,0
44.953 sec,0,0,0,1,0,0,0
44.962 sec,0,0,0,1,0,0,0
44.97 sec,0,0,0,0,0,1,0
44.978 sec,0,0,0,0,0,1,0
44.987 sec,0,0,0,0,0,1,0
44.995 sec,0,0,0,0,0,1,0
45.003 sec,0,0,0,0,0,1,0
45.012 sec,0,0,0,0,0,1,0
45.02 sec,0,0,0,0,0,1,0
45.028 sec,0,0,0,0,0,0,0
45.037 sec,0,0,0,0,0,0,0
45.045 sec,0,0,0,0,0,0,0
45.053 sec,0,0,0,0,0,0,0
45.062 sec,0,0,0,0,0,0,0
45.07 sec,0,0,0,0,0,0,0
45.078 sec,0,0,0,0,0,0,0
45.087 sec,0,0,0,0,0,0,0
45.095 sec,0,0,0,0,0,0,0
45.103 sec,0,0,0,0,0,0,0
45.112 sec,0,0,0,0,0,0,0
45.12 sec,0,0,0,0,0,0,0
45.128 sec,0,0,0,0,0,0,0
45.137 sec,0,0,0,0,0,0,0
45.145 sec,0,0,0,0,0,0,0
45.153 sec,0,0,0,0,0,0,0
45.162 sec,0,0,0,0,0,0,0
45.17 sec,0,0,0,0,0,0,0
45.178 sec,0,0,0,0,0,0,0
45.187 sec,0,0,0,0,0,0,0
45.195 sec,0,0,0,0,0,0,0
45.203 sec,0,0,0,0,0,0,0
45.212 sec,0,0,0,0,0,0,0
45.22 sec,0,0,0,0,0,0,0
45.229 sec,0,0,0,0,0,0,0
45.237 sec,0,0,0,0,0,0,0
45.245 sec,0,0,0,0,0,0,0
45.254 sec,0,0,0,0,0,0,0
45.262 sec,0,0,0,0,0,0,0
45.27 sec,0,0,0,0,0,0,0
45.279 sec,0,0,0,0,0,0,0
45.287 sec,0,0,0,0,0,0,0
45.295 sec,0,0,0,0,0,0,0
45.304 sec,0,0,0,0,0,0,0
45.312 sec,0,0,0,0,0,0,0
45.32 sec,0,0,0,0,0,0,0
45.329 sec,0,0,0,0,0,0,0
45.337 sec,0,0,0,0,0,0,0
45.345 sec,0,0,0,0,0,0,0
45.354 sec,0,0,0,0,0,0,0
45.362 sec,0,0,0,0,0,0,0
45.37 sec,0,0,0,0,0,0,0
45.379 sec,0,0,0,0,0,0,0
45.387 sec,0,0,0,0,0,0,0
45.395 sec,0,0,0,0,0,0,0
45.404 sec,0,0,0,0,0,0,0
45.412 sec,0,0,0,0,0,0,0
45.42 sec,0,0,0,0,0,0,0
45.429 sec,0,0,0,0,0,0,0
45.437 sec,0,0,0,0,0,0,0
45.445 sec,0,0,0,0,0,0,0
45.454 sec,0,0,0,0,0,0,0
45.462 sec,0,0,0,0,0,0,0
45.47 sec,0,0,0,0,0,0,0
45.479 sec,0,0,0,0,0,0,0
45.487 sec,0,0,0,0,0,0,0
45.495 sec,0,0,0,0,0,0,0
45.504 sec,0,0,0,0,0,0,0
45.512 sec,0,0,0,0,0,0,0
45.52 sec,0,0,0,0,0,0,0
45.529 sec,0,0,0,0,0,0,0
45.537 sec,0,0,0,0,0,0,0
45.546 sec,0,0,0,0,0,0,0
45.554 sec,0,0,0,0,0,0,0
45.562 sec,0,0,0,0,0,0,0
45.571 sec,0,0,0,0,0,0,0
45.579 sec,0,0,0,0,0,0,0
45.587 sec,0,0,0,0,0,0,0
45.596 sec,0,0,0,0,0,0,0
45.604 sec,0,0,0,0,0,0,0
45.612 sec,0,0,0,0,0,0,0
45.621 sec,0,0,0,0,0,0,0
45.629 sec,0,0,0,0,0,0,0
45.637 sec,0,0,0,0,0,0,0
45.646 sec,0,0,0,0,0,0,0
45.654 sec,0,0,0,0,0,0,0
45.662 sec,0,0,0,0,0,0,0
45.671 sec,0,0,0,0,0,0,0
45.679 sec,0,0,0,0,0,0,0
45.687 sec,0,0,0,0,0,0,0
45.696 sec,0,0,0,0,0,0,0
45.704 sec,0,0,0,0,0,0,0
45.712 sec,0,0,0,0,0,0,0
45.721 sec,0,0,0,0,0,0,0
45.729 sec,0,0,0,0,0,0,0
45.737 sec,0,0,0,0,0,0,0
45.746 sec,0,0,0,0,0,0,0
45.754 sec,0,0,0,0,0,0,0
45.762 sec,0,0,0,0,0,0,0
45.771 sec,0,0,0,0,0,0,0
45.779 sec,0,0,0,0,0,0,0
45.787 sec,0,0,0,0,0,0,0
45.796 sec,0,0,0,0,0,0,0
45.804 sec,0,0,0,0,0,0,0
45.812 sec,0,0,0,0,0,0,0
45.821 sec,0,0,0,0,0,0,0
45.829 sec,0,0,0,0,0,0,0
45.837 sec,0,0,0,0,0,0,0
45.846 sec,0,0,0,0,0,0,0
45.854 sec,0,0,0,0,0,0,0
45.862 sec,0,0,0,0,0,0,0
45.871 sec,0,0,0,0,0,0,0
45.879 sec,0,0,0,0,0,0,0
45.888 sec,0,0,0,0,0,0,0
45.896 sec,0,0,0,0,0,0,0
45.904 sec,0,0,0,0,0,0,0
45.913 sec,0,0,0,0,0,0,0
45.921 sec,0,0,0,0,0,0,0
45.929 sec,0,0,0,0,0,0,0
45.938 sec,0,0,0,0,0,0,0
45.946 sec,0,0,0,0,0,0,0
45.954 sec,0,0,0,0,0,0,0
45.963 sec,0,0,0,0,0,0,0
45.971 sec,0,0,0,0,0,0,0
45.979 sec,0,0,0,0,0,0,0
45.988 sec,0,0,0,0,0,0,0
45.996 sec,0,0,0,0,0,0,0
46.004 sec,0,0,0,0,0,0,0
46.013 sec,0,0,0,0,0,0,0
46.021 sec,0,0,0,0,0,0,0
46.029 sec,0,0,0,0,0,0,0
46.038 sec,0,0,0,0,0,0,0
46.046 sec,0,0,0,0,0,0,0
46.054 sec,0,0,0,0,0,0,0
46.063 sec,0,0,0,0,0,0,0
46.071 sec,0,0,0,0,0,0,0
46.079 sec,0,0,0,0,0,0,0
46.088 sec,0,0,0,0,0,0,0
46.096 sec,0,0,0,0,0,0,0
46.104 sec,0,0,0,0,0,0,0
46.113 sec,0,0,0,1,0,0,0
46.121 sec,0,0,0,1,0,0,0
46.129 sec,0,0,0,1,0,0,0
46.138 sec,0,0,0,0,0,1,0
46.146 sec,0,0,0,0,0,1,0
46.154 sec,0,0,0,0,0,1,0
46.163 sec,0,0,0,0,0,1,0
46.171 sec,0,0,0,0,0,1,0
46.179 sec,0,0,0,0,0,0,0
46.188 sec,0,0,0,0,0,0,0
46.196 sec,0,0,0,0,0,0,0
46.204 sec,0,0,0,0,0,0,0
46.213 sec,0,0,0,0,0,0,0
46.221 sec,0,0,0,0,0,0,0
46.23 sec,0,0,0,0,0,0,0
46.238 sec,0,0,0,0,0,0,0
46.246 sec,0,0,0,0,0,0,0
46.255 sec,0,0,0,0,0,0,0
46.263 sec,0,0,0,0,0,0,0
46.271 sec,0,0,0,0,0,0,0
46.28 sec,0,0,0,0,0,0,0
46.288 sec,0,0,0,0,0,0,0
46.296 sec,0,0,0,0,0,0,0
46.305 sec,0,0,0,0,1,0,0
46.313 sec,0,0,0,0,1,0,0
46.321 sec,0,0,0,0,1,0,0
46.33 sec,0,0,0,0,0,0,0
46.338 sec,0,0,0,0,0,0,0
46.346 sec,0,0,0,0,0,0,0
46.355 sec,0,0,0,1,0,0,0
46.363 sec,0,0,0,0,0,0,0
46.371 sec,0,0,0,0,0,0,0
46.38 sec,0,0,0,0,0,0,0
46.388 sec,0,0,0,0,0,0,0
46.396 sec,0,0,0,0,0,0,0
46.405 sec,0,0,0,0,0,0,0
46.413 sec,0,0,0,0,0,0,0
46.421 sec,0,0,0,0,0,0,0
46.43 sec,0,0,0,0,0,0,0
46.438 sec,0,0,0,0,0,0,0
46.446 sec,0,0,0,0,0,0,0
46.455 sec,0,0,0,0,0,0,0
46.463 sec,0,0,0,0,0,0,0
46.471 sec,0,0,0,0,0,0,0
46.48 sec,0,0,0,0,0,0,0
46.488 sec,0,0,0,0,0,0,0
46.496 sec,0,0,0,0,0,0,0
46.505 sec,0,0,0,0,0,0,0
46.513 sec,0,0,0,0,0,0,0
46.521 sec,0,0,0,0,0,0,0
46.53 sec,0,0,0,0,0,0,0
46.538 sec,0,0,0,0,0,0,0
46.547 sec,0,0,0,0,0,0,0
46.555 sec,0,0,0,0,0,0,0
46.563 sec,0,0,0,0,0,0,0
46.572 sec,0,0,0,0,0,0,0
46.58 sec,0,0,0,0,0,0,0
46.588 sec,0,0,0,0,0,0,0
46.597 sec,0,0,0,0,0,0,0
46.605 sec,0,0,0,0,0,0,0
46.613 sec,0,0,0,0,0,0,0
46.622 sec,0,0,0,0,0,0,0
46.63 sec,0,0,0,0,0,0,0
46.638 sec,0,0,0,0,0,0,0
46.647 sec,0,0,0,0,0,0,0
46.655 sec,0,0,0,0,0,0,0
46.663 sec,0,0,0,0,0,0,0
46.672 sec,0,0,0,0,0,0,0
46.68 sec,0,0,0,0,0,0,0
46.688 sec,0,0,0,0,0,0,0
46.697 sec,0,0,0,0,0,0,0
46.705 sec,0,0,0,0,0,0,0
46.713 sec,0,0,0,0,0,0,0
46.722 sec,0,0,0,0,0,0,0
46.73 sec,0,0,0,0,0,0,0
46.738 sec,0,0,0,0,0,0,0
46.747 sec,0,0,0,0,0,0,0
46.755 sec,0,0,0,0,0,0,0
46.763 sec,0,0,0,0,0,0,0
46.772 sec,0,0,0,0,0,0,0
46.78 sec,0,0,0,1,0,0,0
46.788 sec,0,0,0,1,0,0,0
46.797 sec,0,0,0,0,0,0,0
46.805 sec,0,0,0,0,0,0,0
46.813 sec,0,0,0,0,0,0,0
46.822 sec,0,0,0,0,0,0,0
46.83 sec,0,0,0,0,0,0,0
46.838 sec,0,0,0,0,0,0,0
46.847 sec,0,0,0,0,0,0,0
46.855 sec,0,0,0,0,0,0,0
46.863 sec,0,0,0,0,0,0,0
46.872 sec,0,0,0,0,0,0,0
46.88 sec,0,0,0,0,0,0,0
46.889 sec,0,0,0,0,0,0,0
46.897 sec,0,0,0,0,0,0,0
46.905 sec,0,0,0,0,0,0,0
46.914 sec,0,0,0,0,0,0,0
46.922 sec,0,0,0,0,0,0,0
46.93 sec,0,0,0,0,0,0,0
46.939 sec,0,0,0,0,0,0,0
46.947 sec,0,0,0,0,0,0,0
46.955 sec,0,0,0,0,0,0,0
46.964 sec,0,0,0,0,0,0,0
46.972 sec,0,0,0,0,0,0,0
46.98 sec,0,0,0,0,0,0,0
46.989 sec,0,0,0,0,0,0,0
46.997 sec,0,0,0,0,0,0,0
47.005 sec,0,0,0,0,0,0,0
47.014 sec,0,0,0,0,0,0,0
47.022 sec,0,0,0,0,0,0,0
47.03 sec,0,0,0,0,0,0,0
47.039 sec,0,0,0,0,0,0,0
47.047 sec,0,0,0,0,0,0,0
47.055 sec,0,0,0,0,0,0,0
47.064 sec,0,0,0,0,0,0,0
47.072 sec,0,0,0,0,0,0,0
47.08 sec,0,0,0,0,0,0,0
47.089 sec,0,0,0,0,0,0,0
47.097 sec,0,0,0,0,0,0,0
47.105 sec,0,0,0,0,0,0,0
47.114 sec,0,0,0,0,0,0,0
47.122 sec,0,0,0,0,0,0,0
47.13 sec,0,0,0,0,0,0,0
47.139 sec,0,0,0,0,0,0,0
47.147 sec,0,0,0,0,0,0,0
47.155 sec,0,0,0,0,0,0,0
47.164 sec,0,0,0,0,0,0,0
47.172 sec,0,0,0,0,0,0,0
47.18 sec,0,0,0,0,0,0,0
47.189 sec,0,0,0,0,0,0,0
47.197 sec,0,0,0,0,0,0,0
47.205 sec,0,0,0,0,0,0,0
47.214 sec,0,0,0,1,0,0,0
47.222 sec,0,0,0,1,0,0,0
47.231 sec,0,0,0,0,0,0,0
47.239 sec,0,0,0,0,0,0,0
47.247 sec,0,0,0,0,0,0,0
47.256 sec,0,0,0,0,0,0,0
47.264 sec,0,0,0,0,0,0,0
47.272 sec,0,0,0,0,0,0,0
47.281 sec,0,0,0,0,0,0,0
47.289 sec,0,0,0,0,0,0,0
47.297 sec,0,0,0,0,0,0,0
47.306 sec,0,0,0,0,0,0,0
47.314 sec,0,0,0,0,0,0,0
47.322 sec,0,0,0,0,0,0,0
47.331 sec,0,0,0,0,0,0,0
47.339 sec,0,0,0,0,0,0,0
47.347 sec,0,0,0,0,0,0,0
47.356 sec,0,0,0,0,0,0,0
47.364 sec,0,0,0,0,0,0,0
47.372 sec,0,0,0,0,0,0,0
47.381 sec,0,0,0,0,0,0,0
47.389 sec,0,0,0,0,0,0,0
47.397 sec,0,0,0,0,0,0,0
47.406 sec,0,0,0,0,0,0,0
47.414 sec,0,0,0,0,0,0,0
47.422 sec,0,0,0,0,0,0,0
47.431 sec,0,0,0,0,0,0,0
47.439 sec,0,0,0,0,0,0,0
47.447 sec,0,0,0,0,0,0,0
47.456 sec,0,0,0,0,0,0,0
47.464 sec,0,0,0,0,0,0,0
47.472 sec,0,0,0,0,0,0,0
47.481 sec,0,0,0,0,0,0,0
47.489 sec,0,0,0,0,0,0,0
47.497 sec,0,0,0,0,0,0,0
47.506 sec,0,0,0,0,0,0,0
47.514 sec,0,0,0,0,0,0,0
47.522 sec,0,0,0,0,0,0,0
47.531 sec,0,0,0,0,0,0,0
47.539 sec,0,0,0,0,0,0,0
47.548 sec,0,0,0,0,0,0,0
47.556 sec,0,0,0,0,0,0,0
47.564 sec,0,0,0,0,0,0,0
47.573 sec,0,0,0,0,0,0,0
47.581 sec,0,0,0,0,0,0,0
47.589 sec,0,0,0,0,0,0,0
47.598 sec,0,0,0,0,0,0,0
47.606 sec,0,0,0,0,0,0,0
47.614 sec,0,0,0,0,0,0,0
47.623 sec,0,0,0,0,0,0,0
47.631 sec,0,0,0,0,0,0,0
47.639 sec,0,0,0,0,0,0,0
47.648 sec,0,0,0,0,0,0,0
47.656 sec,0,0,0,0,0,0,0
47.664 sec,0,0,0,0,0,0,0
47.673 sec,0,0,0,0,0,0,0
47.681 sec,0,0,0,0,0,0,0
47.689 sec,0,0,0,0,0,0,0
47.698 sec,0,0,0,0,0,0,0
47.706 sec,0,0,0,0,0,0,0
47.714 sec,0,0,0,0,0,0,0
47.723 sec,0,0,0,0,0,0,0
47.731 sec,0,0,0,0,0,0,0
47.739 sec,0,0,0,0,0,0,0
47.748 sec,0,0,0,0,0,0,0
47.756 sec,0,0,0,0,0,0,0
47.764 sec,0,0,0,0,0,0,0
47.773 sec,0,0,0,0,0,0,0
47.781 sec,0,0,0,0,0,0,0
47.789 sec,0,0,0,0,0,0,0
47.798 sec,0,0,0,0,0,0,0
47.806 sec,0,0,0,0,0,0,0
47.814 sec,0,0,0,0,0,0,0
47.823 sec,0,0,0,0,0,0,0
47.831 sec,0,0,0,0,0,0,0
47.839 sec,0,0,0,0,0,0,0
47.848 sec,0,0,0,0,0,0,0
47.856 sec,0,0,0,0,0,0,0
47.864 sec,0,0,0,0,0,0,0
47.873 sec,0,0,0,0,0,0,0
47.881 sec,0,0,0,0,0,0,0
47.89 sec,0,0,0,0,0,0,0
47.898 sec,0,0,0,0,0,0,0
47.906 sec,0,0,0,0,0,0,0
47.915 sec,0,0,0,0,0,0,0
47.923 sec,0,0,0,0,0,0,0
47.931 sec,0,0,0,0,0,0,0
47.94 sec,0,0,0,1,0,0,0
47.948 sec,0,0,0,0,0,0,0
47.956 sec,0,0,0,0,0,0,0
47.965 sec,0,0,0,0,0,0,0
47.973 sec,0,0,0,0,0,0,0
47.981 sec,0,0,0,0,0,0,0
47.99 sec,0,0,0,0,0,0,0
47.998 sec,0,0,0,0,0,0,0
48.006 sec,0,0,0,0,0,0,0
48.015 sec,0,0,0,0,0,0,0
48.023 sec,0,0,0,0,0,0,0
48.031 sec,0,0,0,0,0,0,0
48.04 sec,0,0,0,0,0,0,0
48.048 sec,0,0,0,0,0,0,0
48.056 sec,0,0,0,0,0,0,0
48.065 sec,0,0,0,0,0,0,0
48.073 sec,0,0,0,0,0,0,0
48.081 sec,0,0,0,0,0,0,0
48.09 sec,0,0,0,0,0,0,0
48.098 sec,0,0,0,0,0,0,0
48.106 sec,0,0,0,0,0,0,0
48.115 sec,0,0,0,0,0,0,0
48.123 sec,0,0,0,0,0,0,0
48.131 sec,0,0,0,0,0,0,0
48.14 sec,0,0,0,0,0,0,0
48.148 sec,0,0,0,0,0,0,0
48.156 sec,0,0,0,0,0,0,0
48.165 sec,0,0,0,0,0,0,0
48.173 sec,0,0,0,0,0,0,0
48.181 sec,0,0,0,0,0,0,0
48.19 sec,0,0,0,0,0,0,0
48.198 sec,0,0,0,0,0,0,0
48.206 sec,0,0,0,0,0,0,0
48.215 sec,0,0,0,0,0,0,0
48.223 sec,0,0,0,0,0,0,0
48.232 sec,0,0,0,0,0,0,0
48.24 sec,0,0,0,0,0,0,0
48.248 sec,0,0,0,0,0,0,0
48.257 sec,0,0,0,0,0,0,0
48.265 sec,0,0,0,0,0,0,0
48.273 sec,0,0,0,0,0,0,0
48.282 sec,0,0,0,1,0,0,0
48.29 sec,0,0,0,0,0,0,0
48.298 sec,0,0,0,0,0,0,0
48.307 sec,0,0,0,0,0,0,0
48.315 sec,0,0,0,0,0,0,0
48.323 sec,0,0,0,0,0,0,0
48.332 sec,0,0,0,0,0,0,0
48.34 sec,0,0,0,0,0,0,0
48.348 sec,0,0,0,0,0,0,0
48.357 sec,0,0,0,0,0,0,0
48.365 sec,0,0,0,0,0,0,0
48.373 sec,0,0,0,0,0,0,0
48.382 sec,0,0,0,0,0,0,0
48.39 sec,0,0,0,0,0,0,0
48.398 sec,0,0,0,0,0,0,0
48.407 sec,0,0,0,0,0,0,0
48.415 sec,0,0,0,0,0,0,0
48.423 sec,0,0,0,0,0,0,0
48.432 sec,0,0,0,1,0,0,0
48.44 sec,0,0,0,0,1,0,0
48.448 sec,0,0,0,0,0,0,0
48.457 sec,0,0,0,0,1,0,0
48.465 sec,0,0,0,0,0,0,0
48.473 sec,0,0,0,0,0,0,0
48.482 sec,0,0,0,0,0,0,0
48.49 sec,0,0,0,0,0,0,0
48.498 sec,0,0,0,0,0,0,0
48.507 sec,0,0,0,0,0,0,0
48.515 sec,0,0,0,0,0,0,0
48.523 sec,0,0,0,0,0,0,0
48.532 sec,0,0,0,0,0,0,0
48.54 sec,0,0,0,0,0,0,0
48.549 sec,0,0,0,0,0,0,0
48.557 sec,0,0,0,0,0,0,0
48.565 sec,0,0,0,0,0,0,0
48.574 sec,0,0,0,0,0,0,0
